x-axis,1
second,Volt
-5.54200E+00,
-5.54100E+00,
-5.54000E+00,-11.98E-03
-5.53900E+00,-3.94E-03
-5.53800E+00,-9.97E-03
-5.53700E+00,-5.95E-03
-5.53600E+00,-11.98E-03
-5.53500E+00,-12.99E-03
-5.53400E+00,-9.97E-03
-5.53300E+00,-17.01E-03
-5.53200E+00,-8.97E-03
-5.53100E+00,+4.10E-03
-5.53000E+00,-5.95E-03
-5.52900E+00,-15.00E-03
-5.52800E+00,-13.99E-03
-5.52700E+00,+9.12E-03
-5.52600E+00,-13.99E-03
-5.52500E+00,-6.96E-03
-5.52400E+00,-17.01E-03
-5.52300E+00,-6.96E-03
-5.52200E+00,+1.08E-03
-5.52100E+00,-930E-06
-5.52000E+00,-1.93E-03
-5.51900E+00,-2.94E-03
-5.51800E+00,-11.98E-03
-5.51700E+00,+28.22E-03
-5.51600E+00,+7.11E-03
-5.51500E+00,-191.88E-03
-5.51400E+00,+19.17E-03
-5.51300E+00,-193.89E-03
-5.51200E+00,-82.34E-03
-5.51100E+00,-40.13E-03
-5.51000E+00,-20.03E-03
-5.50900E+00,+19.17E-03
-5.50800E+00,+107.61E-03
-5.50700E+00,+140.78E-03
-5.50600E+00,+157.86E-03
-5.50500E+00,+125.70E-03
-5.50400E+00,+74.45E-03
-5.50300E+00,+31.23E-03
-5.50200E+00,-68.27E-03
-5.50100E+00,-143.64E-03
-5.50000E+00,-178.82E-03
-5.49900E+00,-175.80E-03
-5.49800E+00,-157.71E-03
-5.49700E+00,-111.48E-03
-5.49600E+00,-21.03E-03
-5.49500E+00,+30.23E-03
-5.49400E+00,+72.44E-03
-5.49300E+00,+126.71E-03
-5.49200E+00,+124.70E-03
-5.49100E+00,+140.78E-03
-5.49000E+00,+82.49E-03
-5.48900E+00,+20.18E-03
-5.48800E+00,-42.14E-03
-5.48700E+00,-92.39E-03
-5.48600E+00,-111.48E-03
-5.48500E+00,-98.42E-03
-5.48400E+00,-100.43E-03
-5.48300E+00,-31.08E-03
-5.48200E+00,+11.13E-03
-5.48100E+00,+62.39E-03
-5.48000E+00,+83.49E-03
-5.47900E+00,+110.63E-03
-5.47800E+00,+107.61E-03
-5.47700E+00,+104.60E-03
-5.47600E+00,-930E-06
-5.47500E+00,-47.16E-03
-5.47400E+00,-110.48E-03
-5.47300E+00,-127.56E-03
-5.47200E+00,-148.67E-03
-5.47100E+00,-109.47E-03
-5.47000E+00,-79.32E-03
-5.46900E+00,-3.94E-03
-5.46800E+00,+46.31E-03
-5.46700E+00,+100.58E-03
-5.46600E+00,+124.70E-03
-5.46500E+00,+119.67E-03
-5.46400E+00,+113.64E-03
-5.46300E+00,+25.20E-03
-5.46200E+00,-49.17E-03
-5.46100E+00,-102.44E-03
-5.46000E+00,-143.64E-03
-5.45900E+00,-124.55E-03
-5.45800E+00,-119.52E-03
-5.45700E+00,-87.36E-03
-5.45600E+00,+4.10E-03
-5.45500E+00,+53.34E-03
-5.45400E+00,+103.59E-03
-5.45300E+00,+116.66E-03
-5.45200E+00,+118.67E-03
-5.45100E+00,+97.56E-03
-5.45000E+00,+25.20E-03
-5.44900E+00,-36.11E-03
-5.44800E+00,-82.34E-03
-5.44700E+00,-122.54E-03
-5.44600E+00,-124.55E-03
-5.44500E+00,-103.44E-03
-5.44400E+00,-67.26E-03
-5.44300E+00,-21.03E-03
-5.44200E+00,+41.28E-03
-5.44100E+00,+81.48E-03
-5.44000E+00,+108.62E-03
-5.43900E+00,+105.60E-03
-5.43800E+00,+90.53E-03
-5.43700E+00,+73.44E-03
-5.43600E+00,-11.98E-03
-5.43500E+00,-61.23E-03
-5.43400E+00,-103.44E-03
-5.43300E+00,-129.57E-03
-5.43200E+00,-111.48E-03
-5.43100E+00,-106.46E-03
-5.43000E+00,-42.14E-03
-5.42900E+00,+9.12E-03
-5.42800E+00,+44.30E-03
-5.42700E+00,+112.64E-03
-5.42600E+00,+110.63E-03
-5.42500E+00,+95.55E-03
-5.42400E+00,+81.48E-03
-5.42300E+00,+9.12E-03
-5.42200E+00,-34.10E-03
-5.42100E+00,-98.42E-03
-5.42000E+00,-121.53E-03
-5.41900E+00,-119.52E-03
-5.41800E+00,-87.36E-03
-5.41700E+00,-68.27E-03
-5.41600E+00,+4.10E-03
-5.41500E+00,+60.38E-03
-5.41400E+00,+86.51E-03
-5.41300E+00,+113.64E-03
-5.41200E+00,+100.58E-03
-5.41100E+00,+92.54E-03
-5.41000E+00,-13.99E-03
-5.40900E+00,-34.10E-03
-5.40800E+00,-84.35E-03
-5.40700E+00,-114.50E-03
-5.40600E+00,-127.56E-03
-5.40500E+00,-93.39E-03
-5.40400E+00,-84.35E-03
-5.40300E+00,-6.96E-03
-5.40200E+00,+34.25E-03
-5.40100E+00,+73.44E-03
-5.40000E+00,+95.55E-03
-5.39900E+00,+107.61E-03
-5.39800E+00,+83.49E-03
-5.39700E+00,+33.24E-03
-5.39600E+00,-9.97E-03
-5.39500E+00,-79.32E-03
-5.39400E+00,-106.46E-03
-5.39300E+00,-112.49E-03
-5.39200E+00,-114.50E-03
-5.39100E+00,-85.35E-03
-5.39000E+00,-9.97E-03
-5.38900E+00,+28.22E-03
-5.38800E+00,+60.38E-03
-5.38700E+00,+99.57E-03
-5.38600E+00,+107.61E-03
-5.38500E+00,+88.52E-03
-5.38400E+00,+65.40E-03
-5.38300E+00,-15.00E-03
-5.38200E+00,-55.20E-03
-5.38100E+00,-92.39E-03
-5.38000E+00,-109.47E-03
-5.37900E+00,-93.39E-03
-5.37800E+00,-90.38E-03
-5.37700E+00,-39.12E-03
-5.37600E+00,+1.08E-03
-5.37500E+00,+57.36E-03
-5.37400E+00,+86.51E-03
-5.37300E+00,+100.58E-03
-5.37200E+00,+90.53E-03
-5.37100E+00,+70.43E-03
-5.37000E+00,-3.94E-03
-5.36900E+00,-47.16E-03
-5.36800E+00,-77.31E-03
-5.36700E+00,-116.51E-03
-5.36600E+00,-101.43E-03
-5.36500E+00,-92.39E-03
-5.36400E+00,-71.28E-03
-5.36300E+00,+3.09E-03
-5.36200E+00,+38.27E-03
-5.36100E+00,+92.54E-03
-5.36000E+00,+94.55E-03
-5.35900E+00,+76.46E-03
-5.35800E+00,+81.48E-03
-5.35700E+00,+17.16E-03
-5.35600E+00,-20.03E-03
-5.35500E+00,-81.33E-03
-5.35400E+00,-101.43E-03
-5.35300E+00,-110.48E-03
-5.35200E+00,-96.41E-03
-5.35100E+00,-74.30E-03
