x-axis,1,2
second,Volt,Volt
-25.00000E+00,+446.61E-03,-1.04526E+00
-24.97500E+00,+446.61E-03,-1.09048E+00
-24.95000E+00,+446.67E-03,-1.08549E+00
-24.92500E+00,+446.61E-03,-1.10553E+00
-24.90000E+00,+426.51E-03,-1.10556E+00
-24.87500E+00,+426.51E-03,-1.10553E+00
-24.85000E+00,+406.41E-03,-1.12563E+00
-24.82500E+00,+406.41E-03,-1.13062E+00
-24.80000E+00,+406.41E-03,-1.14570E+00
-24.77500E+00,+406.41E-03,-1.14067E+00
-24.75000E+00,+416.49E-03,-1.14573E+00
-24.72500E+00,+386.31E-03,-1.13062E+00
-24.70000E+00,+366.21E-03,-1.14576E+00
-24.67500E+00,+381.25E-03,-1.14573E+00
-24.65000E+00,+376.23E-03,-1.15575E+00
-24.62500E+00,+386.31E-03,-1.16583E+00
-24.60000E+00,+366.17E-03,-1.14576E+00
-24.57500E+00,+366.21E-03,-1.14573E+00
-24.55000E+00,+366.21E-03,-1.16577E+00
-24.52500E+00,+356.09E-03,-1.16084E+00
-24.50000E+00,+366.24E-03,-1.16586E+00
-24.47500E+00,+361.15E-03,-1.18593E+00
-24.45000E+00,+366.21E-03,-1.16583E+00
-24.42500E+00,+366.21E-03,-1.16583E+00
-24.40000E+00,+386.28E-03,-1.18590E+00
-24.37500E+00,+371.26E-03,-1.17089E+00
-24.35000E+00,+366.21E-03,-1.17591E+00
-24.32500E+00,+346.11E-03,-1.16583E+00
-24.30000E+00,+346.14E-03,-1.16583E+00
-24.27500E+00,+371.26E-03,-1.16077E+00
-24.25000E+00,+366.21E-03,-1.16583E+00
-24.22500E+00,+366.21E-03,-1.16583E+00
-24.20000E+00,+346.11E-03,-1.18593E+00
-24.17500E+00,+366.21E-03,-1.18593E+00
-24.15000E+00,+366.14E-03,-1.16583E+00
-24.12500E+00,+366.21E-03,-1.17082E+00
-24.10000E+00,+366.21E-03,-1.18593E+00
-24.07500E+00,+361.15E-03,-1.17089E+00
-24.05000E+00,+366.21E-03,-1.16589E+00
-24.02500E+00,+346.11E-03,-1.17082E+00
-24.00000E+00,+366.21E-03,-1.16586E+00
-23.97500E+00,+366.21E-03,-1.17089E+00
-23.95000E+00,+366.21E-03,-1.17585E+00
-23.92500E+00,+361.21E-03,-1.16583E+00
-23.90000E+00,+346.14E-03,-1.16583E+00
-23.87500E+00,+361.15E-03,-1.17594E+00
-23.85000E+00,+346.11E-03,-1.17585E+00
-23.82500E+00,+351.10E-03,-1.18593E+00
-23.80000E+00,+366.17E-03,-1.18593E+00
